data_path,routine,P,R,F1,S,shd,time,CIT
../data/ER-gauss-1000-400-800/0/data.csv,PC,0.14166666666666666,0.02125,0.036956521739130443,0.43333333333333335,851,33.084399938583374,79800
../data/ER-gauss-1000-400-800/1/data.csv,PC,0.13274336283185842,0.01875,0.03285870755750274,0.504424778761062,852,32.20009398460388,79800
../data/ER-gauss-1000-400-800/2/data.csv,PC,0.11607142857142858,0.01625,0.02850877192982456,0.49107142857142855,855,34.588520765304565,79800
../data/ER-gauss-1000-500-1000/0/data.csv,PC,0.17058823529411765,0.029,0.04957264957264958,0.5,1076,62.36917424201965,124750
../data/ER-gauss-1000-500-1000/1/data.csv,PC,0.17518248175182483,0.024,0.04221635883905014,0.4233576642335766,1055,60.28580331802368,124750
../data/ER-gauss-1000-500-1000/2/data.csv,PC,0.125,0.012,0.0218978102189781,0.40625,1039,59.44713854789734,124750
../data/ER-gauss-1000-400-800/0/data.csv,ICALiNGAM,0.3137254901960784,0.02,0.03760282021151586,0.6274509803921569,816,36.218918561935425,79800
../data/ER-gauss-1000-400-800/1/data.csv,ICALiNGAM,0.2037037037037037,0.01375,0.02576112412177986,0.7037037037037037,827,35.02758455276489,79800
../data/ER-gauss-1000-400-800/2/data.csv,ICALiNGAM,0.21428571428571427,0.01125,0.021377672209026127,0.7142857142857143,821,32.97178530693054,79800
../data/ER-gauss-1000-500-1000/0/data.csv,ICALiNGAM,0.22105263157894736,0.021,0.03835616438356165,0.6631578947368421,1042,63.62998390197754,124750
../data/ER-gauss-1000-500-1000/1/data.csv,ICALiNGAM,0.22535211267605634,0.016,0.029878618113912233,0.6338028169014085,1029,62.495278120040894,124750
../data/ER-gauss-1000-500-1000/2/data.csv,ICALiNGAM,0.1875,0.006,0.011627906976744188,0.625,1014,59.610718727111816,124750
../data/ER-gauss-1000-400-800/0/data.csv,GOLEM,0.21621621621621623,0.02,0.036613272311212815,0.7567567567567568,840,184.29265689849854,79800
