data_path,routine,P,R,F1,S,shd,time,CIT
../data/win95pts-gauss-1000/0/data.csv,PC,0.38461538461538464,0.5803571428571429,0.4626334519572954,0.4437869822485207,127,19.20452308654785,469353
../data/win95pts-gauss-1000/1/data.csv,PC,0.3391812865497076,0.5178571428571429,0.40989399293286216,0.5029239766081871,142,18.64370632171631,469353
../data/win95pts-gauss-1000/2/data.csv,PC,0.36470588235294116,0.5535714285714286,0.43971631205673756,0.5,135,20.14340567588806,469353
../data/win95pts-gauss-1000/3/data.csv,PC,0.37640449438202245,0.5982142857142857,0.4620689655172413,0.5112359550561798,136,22.70304846763611,469353
../data/win95pts-gauss-1000/4/data.csv,PC,0.3468208092485549,0.5357142857142857,0.4210526315789474,0.4913294797687861,141,18.352370738983154,469353
../data/win95pts-gauss-1000/5/data.csv,PC,0.4318181818181818,0.6785714285714286,0.5277777777777777,0.4715909090909091,122,21.028250217437744,469353
../data/win95pts-gauss-1000/6/data.csv,PC,0.3333333333333333,0.5446428571428571,0.4135593220338982,0.5355191256830601,153,19.334261894226074,469353
../data/win95pts-gauss-1000/7/data.csv,PC,0.39644970414201186,0.5982142857142857,0.47686832740213525,0.46745562130177515,126,20.168750286102295,469353
../data/win95pts-gauss-1000/8/data.csv,PC,0.3609467455621302,0.5446428571428571,0.43416370106761565,0.47337278106508873,136,22.292962789535522,469353
../data/win95pts-gauss-1000/9/data.csv,PC,0.3258426966292135,0.5178571428571429,0.4000000000000001,0.4887640449438202,148,19.32309651374817,469353
../data/andes-gauss-1000/0/data.csv,PC,0.17138810198300283,0.35798816568047337,0.2318007662835249,0.7294617563739377,758,4697.907330274582,112314
../data/andes-gauss-1000/1/data.csv,PC,0.16963064295485636,0.3668639053254438,0.2319925163704397,0.7441860465116279,783,6270.747492551804,112314
../data/andes-gauss-1000/2/data.csv,PC,0.1638655462184874,0.34615384615384615,0.22243346007604564,0.7436974789915967,773,6141.7341895103455,112314
../data/andes-gauss-1000/3/data.csv,PC,0.15549215406562053,0.3224852071005917,0.20981713185755532,0.7346647646219686,777,4415.836251735687,112314
../data/andes-gauss-1000/4/data.csv,PC,0.15450643776824036,0.31952662721893493,0.20829315332690454,0.7439198855507868,768,8986.638057231903,112314
../data/andes-gauss-1000/5/data.csv,PC,0.16907514450867053,0.34615384615384615,0.22718446601941747,0.726878612716763,754,3789.9704716205597,112314
../data/andes-gauss-1000/6/data.csv,PC,0.17158931082981715,0.3609467455621302,0.23260247855100097,0.720112517580872,752,28978.777418375015,112314
../data/andes-gauss-1000/7/data.csv,PC,0.13578500707213578,0.28402366863905326,0.18373205741626794,0.7411598302687411,783,8582.630974769592,112314
../data/andes-gauss-1000/8/data.csv,PC,0.14556040756914118,0.2958579881656805,0.19512195121951217,0.7496360989810772,778,7981.937109708786,112314
../data/andes-gauss-1000/9/data.csv,PC,0.1739766081871345,0.3520710059171598,0.23287671232876714,0.72953216374269,736,4728.875398874283,112314
../data/diabetes-gauss-1000/0/data.csv,PC,0.3107569721115538,0.38870431893687707,0.3453874538745388,0.5139442231075697,815,37934.289617061615,400264
../data/diabetes-gauss-1000/1/data.csv,PC,0.2820823244552058,0.38704318936877075,0.32633053221288516,0.5121065375302664,877,234508.72178173065,400264
../data/diabetes-gauss-1000/2/data.csv,PC,0.25207100591715975,0.3538205980066445,0.29440221147201107,0.5964497041420118,950,68132.76615834236,400264
../data/link-gauss-1000/0/data.csv,PC,0.18884594146880176,0.304,0.23297002724795637,0.586416344561016,1899,3052.616171360016,613423
../data/link-gauss-1000/1/data.csv,PC,0.17408231368186874,0.2782222222222222,0.21416353061922683,0.6123470522803115,1951,2913.9541573524475,613423
../data/link-gauss-1000/2/data.csv,PC,0.18753447324875896,0.3022222222222222,0.2314499659632403,0.6034197462768891,1923,2497.6142630577087,613423
../data/link-gauss-1000/3/data.csv,PC,0.16578669482576558,0.2791111111111111,0.20801589930440542,0.6230200633579726,2040,3629.3038868904114,613423
../data/link-gauss-1000/4/data.csv,PC,0.1887213847012842,0.30044444444444446,0.2318244170096022,0.6046901172529313,1923,3267.010211467743,613423
../data/link-gauss-1000/5/data.csv,PC,0.17643805309734514,0.28355555555555556,0.21752471871803614,0.6073008849557522,1969,4926.28477025032,613423
../data/link-gauss-1000/6/data.csv,PC,0.1775382870107771,0.2782222222222222,0.21675900277008311,0.6046511627906976,1921,3009.3640353679657,613423
../data/link-gauss-1000/7/data.csv,PC,0.18201634877384196,0.29688888888888887,0.22567567567567565,0.5983651226158038,1940,2950.029184103012,613423
../data/link-gauss-1000/8/data.csv,PC,0.20224089635854342,0.3208888888888889,0.2481099656357388,0.5876750700280112,1858,3177.0002403259277,613423
../data/link-gauss-1000/9/data.csv,PC,0.15969989281886388,0.2648888888888889,0.19926446004680706,0.6178992497320471,2030,4458.211792230606,613423
